"Path","Exists","BlobHash","SizeBytes","FileName","BackupStyle","BackupReason","ProjectIncluded","TextReferenced","ReferenceEvidence","DuplicateCount","CanonicalPath","Classification","ProposedAction"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrint2.rpt","True","7ad89b5fb7f756399d5da36b740b3166c9702e2e","15360","DCBillPrint2.rpt","True","Archive-style directory","False","False","","2","Accounts/Reports/IGroup/Reports/DCBillPrint2.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrintNew.rpt","True","551e0d27cd7dc2aa41294989ddd3fe337617e072","17408","DCBillPrintNew.rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrintOK.rpt","True","dbcf2b3c253f7a26cb0945b6e0f6ddc78d81d0ff","18432","DCBillPrintOK.rpt","True","Archive-style directory","False","False","","2","Accounts/Reports/IGroup/Reports/DCBillPrintOK.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrintOK2.rpt","True","0c5c28a1d73479ed8aaff3097b6f507c8980527d","18432","DCBillPrintOK2.rpt","True","Archive-style directory","False","False","","2","Accounts/Reports/IGroup/Reports/DCBillPrintOK2.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrintoK3.rpt","True","56640329625dccd29f92e87d96b2589e9cbc15a6","16384","DCBillPrintoK3.rpt","True","Archive-style directory","False","False","","2","Accounts/Reports/IGroup/Reports/DCBillPrintoK3.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrintOrig.rpt","True","061b5153fac9a1c5446585486c86b0d00713e6d0","15872","DCBillPrintOrig.rpt","True","Archive-style directory","False","False","","2","Accounts/Reports/IGroup/Reports/DCBillPrintOrig.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrintTest.rpt","True","eaa68c5fe1f208b2516d9bcfe1a3b5af2a1c0c3e","18432","DCBillPrintTest.rpt","True","Archive-style directory","False","False","","2","Accounts/Reports/IGroup/Reports/DCBillPrintTest.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DCDriverLicenseForm (2).rpt","True","7b2882c5a4266277871cfe39a93782595d7053e0","16896","DCDriverLicenseForm (2).rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/DCDriverLicenseForm.rpt","True","27933771405413f4b4d710a17c0e9c98cfea2cd5","16896","DCDriverLicenseForm.rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/DCHealthCardForm (2).rpt","True","3f94ae8311c4bf445e0ee6401a997c0c6a661b95","16384","DCHealthCardForm (2).rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/DCHealthCardForm.rpt","True","ce13cbd3662a77fb38b0bde0c011b890c19667d1","16384","DCHealthCardForm.rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/DCIqamaForm (2).rpt","True","a32a13adc667cddf0ae7f90eb853ea8fea4cc795","15360","DCIqamaForm (2).rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/DCIqamaForm.rpt","True","d507b51bb1bbe8056713352ebfec33a86057bf44","15360","DCIqamaForm.rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/DCMedicalReportForm (2).rpt","True","6677876562ae4de725b806de6becb4e1a3c25e4e","46592","DCMedicalReportForm (2).rpt","True","Archive-style directory","False","False","","2","Accounts/Reports/IGroup/Reports/Backup/DCMedicalReportForm.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DCMedicalReportForm.rpt","True","6677876562ae4de725b806de6becb4e1a3c25e4e","46592","DCMedicalReportForm.rpt","True","Archive-style directory","False","False","","2","Accounts/Reports/IGroup/Reports/Backup/DCMedicalReportForm.rpt","Canonical copy retained for exact duplicate group","Retain"
"Accounts/Reports/IGroup/Reports/Backup/DCR (2).rpt","True","430bcc917974ca9880a07c6d9dbfb436e05cc267","18432","DCR (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/DCR.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DCR.rpt","True","430bcc917974ca9880a07c6d9dbfb436e05cc267","18432","DCR.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/DCR.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DiagnosisCenter (2).rpt","True","f58cd5ab490f913cc6fbfcb941c54b2cf56ea442","11776","DiagnosisCenter (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/DiagnosisCenter.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DiagnosisCenter.rpt","True","f58cd5ab490f913cc6fbfcb941c54b2cf56ea442","11776","DiagnosisCenter.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/DiagnosisCenter.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DisplayChartOfAccount (2).rpt","True","596b916bb3ed3bc664546fdbce7fa125cecf1c08","48128","DisplayChartOfAccount (2).rpt","True","Archive-style directory","False","False","","3","IGroup/Reports/DisplayChartOfAccount.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DisplayChartOfAccount.rpt","True","cd74fdf9e775601399772d4f644020e568575ebe","15872","DisplayChartOfAccount.rpt","True","Archive-style directory","False","False","","2","Accounts/Reports/IGroup/Reports/Report Backups/DisplayChartOfAccount.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DisplayChartOfAccount1.rpt","True","c3bf2bdae6c275fdcdbff1ecb77f26ebade7dfe7","13824","DisplayChartOfAccount1.rpt","True","Archive-style directory","False","False","","4","IGroup/Reports/DisplayChartOfAccount1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DisplayChartOfAccount2.rpt","True","9536899c93e2307579fb8f1af2e446f7169b55e8","14848","DisplayChartOfAccount2.rpt","True","Archive-style directory","False","False","","3","IGroup/Reports/DisplayChartOfAccount2.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/DisplayChartOfAccount3.rpt","True","d596bd6b44ec4ea46eda874d686e90d0c2a4373d","48128","DisplayChartOfAccount3.rpt","True","Archive-style directory","False","False","","3","IGroup/Reports/DisplayChartOfAccount3.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/estInventoryReport (2).rpt","True","9f69a07609460ea4a6cbf638b5602f64d353a566","14336","estInventoryReport (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/estInventoryReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/estInventoryReport.rpt","True","9f69a07609460ea4a6cbf638b5602f64d353a566","14336","estInventoryReport.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/estInventoryReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/ExpiryList (2).rpt","True","930950a2185a097c5679f3e770e51de28027be2e","49664","ExpiryList (2).rpt","True","Archive-style directory","False","False","","3","IGroup/Reports/ExpiryList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/ExpiryList.rpt","True","a615dc3a2c2814ad46d5aa966697afe0e927341b","14848","ExpiryList.rpt","True","Archive-style directory","False","False","","2","Accounts/Reports/IGroup/Reports/Report Backups/ExpiryList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/ExpiryListOriginal.rpt","True","b8f2838f7c26fc5b6c8c1a5fd82aeff2d0bcdd4b","51200","ExpiryListOriginal.rpt","True","Archive-style directory","False","False","","3","IGroup/Reports/ExpiryListOriginal.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/ExpiryListPeriodic.rpt","True","b3a9e4ad549ae3e4b0bd593ec67b41168abbde17","51200","ExpiryListPeriodic.rpt","True","Archive-style directory","False","False","","3","IGroup/Reports/ExpiryListPeriodic.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/ExpiryListPeriodicOriginal.rpt","True","0f61691e82bc91af252aef2448e958b5a2d90333","51200","ExpiryListPeriodicOriginal.rpt","True","Archive-style directory","False","False","","3","IGroup/Reports/ExpiryListPeriodicOriginal.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/GraphicalPharmacyDailySalesInvoice (2).rpt","True","1c43c098dff63c3ff876d6706942eb0b08af7afa","1360896","GraphicalPharmacyDailySalesInvoice (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/GraphicalPharmacyDailySalesInvoice.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/GraphicalPharmacyDailySalesInvoice.rpt","True","1c43c098dff63c3ff876d6706942eb0b08af7afa","1360896","GraphicalPharmacyDailySalesInvoice.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/GraphicalPharmacyDailySalesInvoice.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeList (2).rpt","True","154792f26c289618840fde66902a3e016e05cbd2","10752","HREmployeeList (2).rpt","True","Archive-style directory","False","False","","3","Accounts/Reports/IGroup/Reports/Report Backups/HREmployeeList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeList.rpt","True","154792f26c289618840fde66902a3e016e05cbd2","10752","HREmployeeList.rpt","True","Archive-style directory","False","False","","3","Accounts/Reports/IGroup/Reports/Report Backups/HREmployeeList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeSalaryDescription (2).rpt","True","2031291dc74f732f773f48a6e2d0cb2816d7ede1","15360","HREmployeeSalaryDescription (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/HREmployeeSalaryDescription.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeSalaryDescription.rpt","True","2031291dc74f732f773f48a6e2d0cb2816d7ede1","15360","HREmployeeSalaryDescription.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/HREmployeeSalaryDescription.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeShiftDetails (2).rpt","True","e07b32a3ef560a319c6d8835ba20bfac4b75e99c","14848","HREmployeeShiftDetails (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/HREmployeeShiftDetails.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeShiftDetails.rpt","True","e07b32a3ef560a319c6d8835ba20bfac4b75e99c","14848","HREmployeeShiftDetails.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/HREmployeeShiftDetails.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/HRMonthlyAttendence (2).rpt","True","741247c44d2ce6143bcc5cb81777b3ce386f4818","17408","HRMonthlyAttendence (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/HRMonthlyAttendence.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/HRMonthlyAttendence.rpt","True","741247c44d2ce6143bcc5cb81777b3ce386f4818","17408","HRMonthlyAttendence.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/HRMonthlyAttendence.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/IBCombinedUserWiseSummaryStatement (2).rpt","True","3f4580e55055f73a9ed4003c4ae336bccb5f53f5","52736","IBCombinedUserWiseSummaryStatement (2).rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/IBCombinedUserWiseSummaryStatement.rpt","True","ec40edfe52f83bc34724557a50363b8921c7b90a","52224","IBCombinedUserWiseSummaryStatement.rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/IBDailyReceptionInvoice (2).rpt","True","52ca5e2bf72a23ca53ae9816adf424d829bd5ef7","53248","IBDailyReceptionInvoice (2).rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/IBDailyReceptionInvoice.rpt","True","b02a105be5a7d5bb9a9fd93f67a10b3c09156652","53248","IBDailyReceptionInvoice.rpt","True","Archive-style directory","False","False","","2","Accounts/Reports/IGroup/Reports/Report Backups/IBDailyReceptionInvoice.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/IBDailyReceptionInvoiceSummary.rpt","True","c41e1e22e64a785439b29b4ac1d62365bdaf27f1","53248","IBDailyReceptionInvoiceSummary.rpt","True","Archive-style directory","False","False","","3","IGroup/Reports/IBDailyReceptionInvoiceSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/IBDrivingLicenseSummary.rpt","True","71dac6121265fe83173047e5fff7137821e82313","48640","IBDrivingLicenseSummary.rpt","True","Archive-style directory","False","False","","4","IGroup/Reports/IBDrivingLicenseSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/IBHealthCardSummary.rpt","True","1d531b54bcdacf7d8b03cc905a55452cd1b2fd99","48640","IBHealthCardSummary.rpt","True","Archive-style directory","False","False","","4","IGroup/Reports/IBHealthCardSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/IBIqamaSummary.rpt","True","d129c74497c0dca452491d43f1cbdd90cb6e70a7","48640","IBIqamaSummary.rpt","True","Archive-style directory","False","False","","4","IGroup/Reports/IBIqamaSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/IBSalesManSummary.rpt","True","6a35a2592563310a41a418587718593e57beae6f","51712","IBSalesManSummary.rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/IBSalesManSummaryX.rpt","True","9c4fb8d121d90fdc87988fa4ea680a2592b7faec","50688","IBSalesManSummaryX.rpt","True","Archive-style directory","False","False","","3","IGroup/Reports/IBSalesManSummaryX.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsClinicBillPrint (2).rpt","True","c5b50b539c4bc22961c22a8e97cbe45fe576a8f9","14336","InsClinicBillPrint (2).rpt","True","Archive-style directory","False","False","","10","IGroup/Reports/InsClinicBillPrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsClinicBillPrint.rpt","True","c5b50b539c4bc22961c22a8e97cbe45fe576a8f9","14336","InsClinicBillPrint.rpt","True","Archive-style directory","False","False","","10","IGroup/Reports/InsClinicBillPrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsClinicBillPrint1 (2).rpt","True","1ed2d0240e36e9f41870e36d8d419f23189fb6b0","13312","InsClinicBillPrint1 (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsClinicBillPrint1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsClinicBillPrint1.rpt","True","1ed2d0240e36e9f41870e36d8d419f23189fb6b0","13312","InsClinicBillPrint1.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsClinicBillPrint1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsPharmacyInvoicePrint (2).rpt","True","680f8aa1ab6edc14d3af5c3b8c4a23de558a340b","12288","InsPharmacyInvoicePrint (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsPharmacyInvoicePrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsPharmacyInvoicePrint.rpt","True","680f8aa1ab6edc14d3af5c3b8c4a23de558a340b","12288","InsPharmacyInvoicePrint.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsPharmacyInvoicePrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsPharmacyInvoicePrint1 (2).rpt","True","7347246662ff9df8419c455b6db91491f7dafd6d","11776","InsPharmacyInvoicePrint1 (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsPharmacyInvoicePrint1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsPharmacyInvoicePrint1.rpt","True","7347246662ff9df8419c455b6db91491f7dafd6d","11776","InsPharmacyInvoicePrint1.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsPharmacyInvoicePrint1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceActualSummary (2).rpt","True","41b64549e45e62638441e6a1381a24f7ab28e950","21504","InsuranceActualSummary (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceActualSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceActualSummary.rpt","True","41b64549e45e62638441e6a1381a24f7ab28e950","21504","InsuranceActualSummary.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceActualSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceBupaEclaim (2).rpt","True","03c5e912fb65ef30e175db3ab64304e2e269ab90","17408","InsuranceBupaEclaim (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceBupaEclaim.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceBupaEclaim.rpt","True","03c5e912fb65ef30e175db3ab64304e2e269ab90","17408","InsuranceBupaEclaim.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceBupaEclaim.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceBupaEclaimRep (2).rpt","True","3cbe177b4ca82339c343af6d46b52b0f3b543353","19456","InsuranceBupaEclaimRep (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceBupaEclaimRep.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceBupaEclaimRep.rpt","True","3cbe177b4ca82339c343af6d46b52b0f3b543353","19456","InsuranceBupaEclaimRep.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceBupaEclaimRep.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceCompanyReport (2).rpt","True","87c12a510762a0177767776bc841e97fb2e61471","32768","InsuranceCompanyReport (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceCompanyReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceCompanyReport.rpt","True","87c12a510762a0177767776bc841e97fb2e61471","32768","InsuranceCompanyReport.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceCompanyReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/INSURANCEGlobeMedEclaim (2).rpt","True","270765abe3f384788394af65321803f3f79dff3a","17920","INSURANCEGlobeMedEclaim (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/INSURANCEGlobeMedEclaim.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/INSURANCEGlobeMedEclaim.rpt","True","270765abe3f384788394af65321803f3f79dff3a","17920","INSURANCEGlobeMedEclaim.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/INSURANCEGlobeMedEclaim.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceMonthlySubmission (2).rpt","True","88f64e03f348af26a7e738c2583a465cf2d4bc3a","18432","InsuranceMonthlySubmission (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceMonthlySubmission.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceMonthlySubmission.rpt","True","88f64e03f348af26a7e738c2583a465cf2d4bc3a","18432","InsuranceMonthlySubmission.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceMonthlySubmission.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsurancePriceList (2).rpt","True","9839d1625e6013bbb2193eb629a1a4fd5cfc0792","87040","InsurancePriceList (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsurancePriceList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsurancePriceList.rpt","True","9839d1625e6013bbb2193eb629a1a4fd5cfc0792","87040","InsurancePriceList.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsurancePriceList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceStatement (2).rpt","True","3207cb1f6bac5aae44b2e1a280ba29b07c3ec7c7","21504","InsuranceStatement (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceStatement.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceStatement.rpt","True","3207cb1f6bac5aae44b2e1a280ba29b07c3ec7c7","21504","InsuranceStatement.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceStatement.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceSummary (2).rpt","True","a554147bbb33b63fefcebfec2411060cda138563","20992","InsuranceSummary (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceSummary.rpt","True","a554147bbb33b63fefcebfec2411060cda138563","20992","InsuranceSummary.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceSummaryOfAccount (2).rpt","True","aa459705847b64a13aaffadd709d9afd9cd49fb3","144896","InsuranceSummaryOfAccount (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceSummaryOfAccount.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceSummaryOfAccount.rpt","True","aa459705847b64a13aaffadd709d9afd9cd49fb3","144896","InsuranceSummaryOfAccount.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InsuranceSummaryOfAccount.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/Inventory Report for a given date.rpt","True","c81f8077be1287ebc74518ef0a8459c339280711","110080","Inventory Report for a given date.rpt","True","Archive-style directory","False","False","","1","","Unreferenced report in explicit archive directory","QuarantineBackupVariant"
"Accounts/Reports/IGroup/Reports/Backup/Inventory Report for testing.rpt","True","c2b682693335eecaf5f0f8691d29d3ede04512d4","65024","Inventory Report for testing.rpt","True","Archive-style directory","False","False","","3","IGroup/Reports/Inventory Report for testing.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InvoiceSummaryTimeWiseGraph (2).rpt","True","6366d78d54bf2f251df1b0f12aa9c1a1b87fd150","31744","InvoiceSummaryTimeWiseGraph (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InvoiceSummaryTimeWiseGraph.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/InvoiceSummaryTimeWiseGraph.rpt","True","6366d78d54bf2f251df1b0f12aa9c1a1b87fd150","31744","InvoiceSummaryTimeWiseGraph.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/InvoiceSummaryTimeWiseGraph.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/ItemMovementReport (2).rpt","True","3ddaf206ec791edbefac13458c55b023ec7e3ba3","15872","ItemMovementReport (2).rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/ItemMovementReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
"Accounts/Reports/IGroup/Reports/Backup/ItemMovementReport.rpt","True","3ddaf206ec791edbefac13458c55b023ec7e3ba3","15872","ItemMovementReport.rpt","True","Archive-style directory","False","False","","5","IGroup/Reports/ItemMovementReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate"
