"Path","Exists","BlobHash","SizeBytes","FileName","BackupStyle","BackupReason","ProjectIncluded","TextReferenced","ReferenceEvidence","DuplicateCount","CanonicalPath","Classification","ProposedAction"
"Accounts/Reports/01-Revenue Sale Vat Report Summary.rpt","True","86554de6c00233a0180b1df19896051f21a86068","80896","01-Revenue Sale Vat Report Summary.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Activity Repor.rpt","True","9211c791965ff278f59ad2daa858f67e580925ca","1604608","Account Activity Repor.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Activity Report Error.rpt","True","c2a14e3e8b577bf8a110c23043b989183ab47281","1609728","Account Activity Report Error.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Activity Report New.rpt","True","f35e50ec89bf9368890bd7b36e1a6ed10ea64cb5","1621504","Account Activity Report New.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Activity Report New2.rpt","True","3674c6feb23627d1057161760377334e69862931","1609216","Account Activity Report New2.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Activity Report Old Ok.rpt","True","8b7827d30c90b9b06f96b434869b97ded3e3cde8","1704448","Account Activity Report Old Ok.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Activity Report Orig New.rpt","True","db3356ac71394072a285691eb8417487e47f4935","1608704","Account Activity Report Orig New.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Activity Report Orig.rpt","True","90ffe156b1056c33aa0706c4b1403f387ec1b245","1608704","Account Activity Report Orig.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Activity Report Original.rpt","True","007190a79399727132b6e07cc8297709062ff8be","1604096","Account Activity Report Original.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Account Activity Report Per Employee.rpt","True","d681e062fe1ec06ba8f9dc88ab0ff2f3aced9e68","1611776","Account Activity Report Per Employee.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Activity Report Test.rpt","True","07a7cae0c43b2bc1f29d16c3d60aa95a2b01f9c2","1610752","Account Activity Report Test.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Account Activity Report Test2.rpt","True","8df47c1a66c670c37a20e52f714cc35091aadee8","1608192","Account Activity Report Test2.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Account Activity Report.rpt","True","055845a73fe599353963f55b3efd88c0a288da8b","1604096","Account Activity Report.rpt","False","","True","True","Accounts/Reports/Account Activity Report.vb:30; Accounts/PresentationLayer/Views/Forms/Reports/AccountActivity.vb:79; Accounts/Accounts.vbproj:1578; Accounts/Accounts.vbproj:2518","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Account Activity Report2.rpt","True","d774964e5f9235ff060f27c6c2dd315dd36e363d","1608704","Account Activity Report2.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Reconciliation Report (No Error no Arabic).rpt","True","4f0bb192522f6e1035f09786f6f19b86b1cde6be","489472","Account Reconciliation Report (No Error no Arabic).rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Reconciliation Report Old Backup.rpt","True","c4b207e9c3f60fe2e37ac9ead029d10365afe836","1239040","Account Reconciliation Report Old Backup.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Account Reconciliation Report.rpt","True","452ecd3e11d9879509a69f2496e469141813e9c9","1239040","Account Reconciliation Report.rpt","False","","True","True","Accounts/PresentationLayer/Presenters/AccountReconciliationPresenter.vb:273; Accounts/Accounts.vbproj:1584; Accounts/Accounts.vbproj:2522","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Account Reconciliation Report1.rpt","True","d7732f875d788881b86ce43c2ced76b4a8e80428","487936","Account Reconciliation Report1.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Account Reconciliation.rpt","True","e02850e4f3889af20217ea48b4f26cecceaf366a","486912","Account Reconciliation.rpt","False","","True","True","Accounts/Reports/Account Reconciliation.vb:30; Accounts/Reports/Account Reconciliation Report.vb:30; Accounts/Accounts.vbproj:1590; Accounts/Accounts.vbproj:2526","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Accounts Payable Journal.rpt","True","8f0d7f93e7ed7367d4eb0dc78cde551275426e3b","466944","Accounts Payable Journal.rpt","False","","True","True","Accounts/Reports/Accounts Payable Journal.vb:30; Accounts/PresentationLayer/Presenters/SalePresenter.vb:147; Accounts/PresentationLayer/Presenters/ApJournalPresenter.vb:294; Accounts/Accounts.vbproj:1596; Accounts/Accounts.vbproj:2530","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Accounts Receivable Journal.rpt","True","afcf180172493e046a636a47c62488d84f11fb81","464384","Accounts Receivable Journal.rpt","False","","True","True","Accounts/Reports/Accounts Receivable Journal.vb:30; Accounts/PresentationLayer/Views/Forms/ArJournalReport.vb:12; Accounts/PresentationLayer/Presenters/ArJournalPresenter.vb:288; Accounts/Accounts.vbproj:1602; Accounts/Accounts.vbproj:2534","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Aging of Accounts Payable.rpt","True","7a34bb9b56d550e10e0f1ae70a041127a3a530a2","826880","Aging of Accounts Payable.rpt","False","","True","True","Accounts/Reports/Aging of Accounts Payable.vb:30; Accounts/PresentationLayer/Views/Forms/Payroll.vb:225; Accounts/PresentationLayer/Views/Forms/MainOld.vb:195; Accounts/PresentationLayer/Views/Forms/MainForm.vb:241; Accounts/Accounts.vbproj:1608","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Aging of Accounts Receivable.rpt","True","b1f6912b394aaaf95a3a42c87df3405eca457edd","826368","Aging of Accounts Receivable.rpt","False","","True","True","Accounts/Reports/Aging of Accounts Receivable.vb:30; Accounts/PresentationLayer/Views/Forms/Payroll.vb:218; Accounts/PresentationLayer/Views/Forms/MainOld.vb:188; Accounts/PresentationLayer/Views/Forms/MainForm.vb:224; Accounts/Accounts.vbproj:1614","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Balance Sheet 2.rpt","True","aa7bdb7ceeb84716c6c7e50ae472982a2f721097","1611776","Balance Sheet 2.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Balance Sheet Closing.rpt","True","69add6e4a31b18edee580b6f4c1ac8c6bd535fcf","1612288","Balance Sheet Closing.rpt","False","","False","True","Accounts/PresentationLayer/Presenters/FinancialReportPresenter.vb:62","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Balance Sheet Closing2.rpt","True","62e526434df3a33a4c6d535d78da9d83c606e7b2","1612800","Balance Sheet Closing2.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Balance Sheet Original.rpt","True","bdd3fcc7a679fd590658be3f60ccea8aa5849afa","1611776","Balance Sheet Original.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Balance Sheet Test.rpt","True","9904c467c2b0a83f923e9d2a2821e321509f7d5c","1614336","Balance Sheet Test.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Balance Sheet.rpt","True","908df9b37ab52ada959266357fc6965db9e6ce4b","1612288","Balance Sheet.rpt","False","","True","True","Accounts/Reports/Balance Sheet.vb:30; Accounts/PresentationLayer/Presenters/FinancialReportPresenter.vb:35; Accounts/Accounts.vbproj:1620; Accounts/Accounts.vbproj:2546","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Bank Transfer Journal.rpt","True","d8bc3a4dff2857716f19d918ff0f547bc8f0f492","467456","Bank Transfer Journal.rpt","False","","True","True","Accounts/Reports/Bank Transfer Journal.vb:30; Accounts/PresentationLayer/Presenters/DisbursementJournalPresenter.vb:392; Accounts/Accounts.vbproj:1626; Accounts/Accounts.vbproj:2550","1","","Protected by static or project reference","Retain"
"Accounts/Reports/BioTime/Daily Employee Punch Audit Report 2.rpt","True","6518d46ea5a7ed1506fe35f5a97efe331fcc717b","109056","Daily Employee Punch Audit Report 2.rpt","False","","False","False","","2","Accounts/Reports/BioTime/Daily Employee Punch Audit Report 2.rpt","Canonical copy retained for exact duplicate group","Retain"
"Accounts/Reports/BioTime/Daily Employee Punch Audit Report.rpt","True","7e33648b56432fbd15bb534fc5d51d60185bca24","110592","Daily Employee Punch Audit Report.rpt","False","","False","True","Accounts/Reports/BioTime/Daily Employee Punch Audit Report - Report Registration.sql:52; Accounts/Reports/BioTime/Daily Employee Punch Audit Report - Report Registration.sql:69","1","","Protected by static or project reference","Retain"
"Accounts/Reports/BioTime/Employee Absence & Leave Report Old.rpt","True","718c3bc30971a4d77e55862f021ec231c9a7d4f6","100864","Employee Absence & Leave Report Old.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/BioTime/Employee Absence & Leave Report.rpt","True","ba4a61d57abfaf4a96f96cf19785c9c1cf24ce81","98304","Employee Absence & Leave Report.rpt","False","","True","False","","1","","Protected by static or project reference","Retain"
"Accounts/Reports/BioTime/Employee Absence Report.rpt","True","316c10f5ad501592f61ebd3f99e4c9920d74f00d","50176","Employee Absence Report.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/BioTime/EmployeeSchedule.rpt","True","b340b42198842e89ec6da1bb49726a26089dacbc","56320","EmployeeSchedule.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/BioTime/New folder/Daily Employee Punch Audit Report 2.rpt","True","6518d46ea5a7ed1506fe35f5a97efe331fcc717b","109056","Daily Employee Punch Audit Report 2.rpt","False","","False","False","","2","Accounts/Reports/BioTime/Daily Employee Punch Audit Report 2.rpt","Exact duplicate retained pending filename/path validation","Retain"
"Accounts/Reports/BioTime/New folder/Daily Employee Punch Audit Report.rpt","True","33dbbc34de698db8ca9f983d6ea57019f90d1fb0","57344","Daily Employee Punch Audit Report.rpt","False","","False","True","Accounts/Reports/BioTime/Daily Employee Punch Audit Report - Report Registration.sql:52; Accounts/Reports/BioTime/Daily Employee Punch Audit Report - Report Registration.sql:69","1","","Protected by static or project reference","Retain"
"Accounts/Reports/BioTime/New folder/Periodic Attendance Report.rpt","True","9f01dbe86b6a932bd667c4f5c2e06903c1ba5384","110080","Periodic Attendance Report.rpt","False","","False","True","Accounts/Reports/BioTime/Periodic Attendance Report - Report Registration.sql:52; Accounts/Reports/BioTime/Periodic Attendance Report - Report Registration.sql:68","1","","Protected by static or project reference","Retain"
"Accounts/Reports/BioTime/Periodic Attendance Report.rpt","True","3842ae3adc3b4cd09b7de9160b4ef0f99728579d","100864","Periodic Attendance Report.rpt","False","","False","True","Accounts/Reports/BioTime/Periodic Attendance Report - Report Registration.sql:52; Accounts/Reports/BioTime/Periodic Attendance Report - Report Registration.sql:68","1","","Protected by static or project reference","Retain"
"Accounts/Reports/BioTime/Report4.rpt","True","bddfc80de1e996d722b9360be0bc5ec36f3a3b1a","99840","Report4.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/BioTime/Test.rpt","True","696f29f0c02e5c13bf3c306acce9766f4f20e794","50176","Test.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Blank Report.rpt","True","58be54feadf9cdab5e855040cc32349ee0f9c27d","816128","Blank Report.rpt","False","","False","True","Accounts/PresentationLayer/Views/Forms/Payroll.vb:620; Accounts/PresentationLayer/Views/Forms/MainOld.vb:733; Accounts/PresentationLayer/Views/Forms/MainForm.vb:467","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Cash Disbursement Journal.rpt","True","de56bef1f63ff9734d036c9ea5d0149d99bc0e50","465408","Cash Disbursement Journal.rpt","False","","True","True","Accounts/Reports/Cash Disbursement Journal.vb:30; Accounts/PresentationLayer/Presenters/DisbursementJournalPresenter.vb:396; Accounts/Accounts.vbproj:1632; Accounts/Accounts.vbproj:2554","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Cash Receipt Journal.rpt","True","015a032e744716963996a007493da4b747205100","472064","Cash Receipt Journal.rpt","False","","True","True","Accounts/Reports/Cash Receipt Journal.vb:30; Accounts/PresentationLayer/Presenters/CashReceiptJournalPresenter.vb:31; Accounts/Accounts.vbproj:1638; Accounts/Accounts.vbproj:2558","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Cash Revenue Sale Vat Report Summary.rpt","True","210bd7f625d2743b0ebe713f3b604ab26be144a7","80896","Cash Revenue Sale Vat Report Summary.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Chart of Accountst.rpt","True","188bdc2e494147c61db9214843a1ea0bdbad30ab","899584","Chart of Accountst.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Check Disbursement Journal Blank Form.rpt","True","5f2c735f913378655624ee0a54b2e65c8e97ca68","469504","Check Disbursement Journal Blank Form.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Check Disbursement Journal.rpt","True","e2b49cdf76e5609d8e814517672004ce4c8212dc","468480","Check Disbursement Journal.rpt","False","","True","True","Accounts/Reports/Check Disbursement Journal.vb:30; Accounts/PresentationLayer/Presenters/DisbursementJournalPresenter.vb:394; Accounts/Accounts.vbproj:1644; Accounts/Accounts.vbproj:2562","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Check Printing Independent.rpt","True","69282c22c91d759fa8412772abd31901ae04e3ca","46592","Check Printing Independent.rpt","False","","True","True","Accounts/Reports/Check Printing Independent.vb:30; Accounts/Accounts.vbproj:1650; Accounts/Accounts.vbproj:2566","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Check Printing NCB.rpt","True","9f8754204765944e11e5627c57d30716e416be25","51712","Check Printing NCB.rpt","False","","True","True","Accounts/Reports/Check Printing NCB.vb:30; Accounts/Accounts.vbproj:1656; Accounts/Accounts.vbproj:2570","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Check Printing Old.rpt","True","87bb4df802c96357138bc716617c956c9f6eeb42","52736","Check Printing Old.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Check Printing Original.rpt","True","9214bf9403029d7a4c59f19de199c03d89d4f3f1","52736","Check Printing Original.rpt","True","Archive-style filename","True","True","Accounts/Reports/Check Printing Original.vb:30; Accounts/Accounts.vbproj:1662; Accounts/Accounts.vbproj:2574","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Check Printing Riyad Bank.rpt","True","77766901cc5baa85a882ee5ce28a12a6426b6e14","52736","Check Printing Riyad Bank.rpt","False","","True","True","Accounts/Reports/Check Printing Riyad Bank.vb:30; Accounts/Accounts.vbproj:1668; Accounts/Accounts.vbproj:2578","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Check Printing Test.rpt","True","1fbb49dee965f9b6d24fbc5b84ed953fd7591e30","54784","Check Printing Test.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Check Printing.rpt","True","f0adcec9d2f8928829aff2b44975ebd83dd811ff","52736","Check Printing.rpt","False","","True","True","Accounts/Reports/Check Printing.vb:30; Accounts/PresentationLayer/Views/Forms/CheckPrinter.vb:244; Accounts/Accounts.vbproj:1674; Accounts/Accounts.vbproj:2582","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Check Printing106 - old.rpt","True","e58d452a4ff2f6e4692c9d8849e1e1fc9ee8091f","51200","Check Printing106 - old.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Check Printing106 with borders.rpt","True","2caaf2f72052f11f434b02a296a7e82c48e3ca99","51712","Check Printing106 with borders.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Check Printing106.rpt","True","0127b7868cee350b059c1cec609445bc0251114e","50176","Check Printing106.rpt","False","","True","True","Accounts/Reports/Check Printing106.vb:30; Accounts/Accounts.vbproj:1680; Accounts/Accounts.vbproj:2586","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Check Printing107 Old - Copy.rpt","True","eff16b958b04aa4303ee246a8c98b14899a34b57","50176","Check Printing107 Old - Copy.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Check Printing107.rpt","True","122fd73594aadca73e255afe906d688ceee3d3dd","51200","Check Printing107.rpt","False","","True","True","Accounts/Reports/Check Printing107.vb:30; Accounts/Accounts.vbproj:1686; Accounts/Accounts.vbproj:2590","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Check Printing107test.rpt","True","855acbe44d93e835bbb0e7a9c345401ab30fff40","51200","Check Printing107test.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Check Printing127.rpt","True","12641089b597a71ad9e9c6dbffccc62cf9794d36","50176","Check Printing127.rpt","False","","True","True","Accounts/Reports/Check Printing127.vb:30; Accounts/Accounts.vbproj:1692; Accounts/Accounts.vbproj:2594","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Check PrintingOldPortrait.rpt","True","44b25aaac177572cb8d0969f9b17c5a8d18cf03d","51712","Check PrintingOldPortrait.rpt","False","","True","True","Accounts/Reports/Check PrintingOldPortrait.vb:30; Accounts/Accounts.vbproj:1698; Accounts/Accounts.vbproj:2598","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Clinic Cost Audit No ClinicReport.rpt","True","5d51e0542686c9415d4c6d3b12a5665c486599d1","1608704","Clinic Cost Audit No ClinicReport.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Clinic Cost Audit No Revenue Cost Center Report.rpt","True","cffefae4c7035711781d44ecccd11143ced6488f","1600000","Clinic Cost Audit No Revenue Cost Center Report.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Clinic Cost Summary.rpt","True","3e62970f01f132936d9f450def3aed54e4953536","51712","Clinic Cost Summary.rpt","False","","True","True","Accounts/Reports/Clinic Cost Summary.vb:30; Accounts/Accounts.vbproj:1704; Accounts/Accounts.vbproj:2602","1","","Protected by static or project reference","Retain"
"Accounts/Reports/CompanyInvoice.rpt","True","8dba6fbf7c597ef7df45d9e25b447863cbc5e496","12448256","CompanyInvoice.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/CompanyMonthlyInvoice.rpt","True","56de75b815c72511a4bf61e3bb07b4e6dfc56945","12447232","CompanyMonthlyInvoice.rpt","False","","True","True","Accounts/Reports/CompanyMonthlyInvoice.vb:30; Accounts/Accounts.vbproj:1710; Accounts/Accounts.vbproj:2606","1","","Protected by static or project reference","Retain"
"Accounts/Reports/CompanyMonthlyInvoiceNew.rpt","True","7c98ba0409341947077caa2e84cc24b7ca5117d7","12448768","CompanyMonthlyInvoiceNew.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Cost of Clinic for All rpt.rpt","True","a6ab9b530476e97665ce7df6fa583a96e2052806","1622016","Comparative Cost of Clinic for All rpt.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Gross Income StatementPer Month Per Doctor rpt.rpt","True","76114fb719e55514a39e3362859ce315d5bef6f3","1664512","Comparative Gross Income StatementPer Month Per Doctor rpt.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Gross Revenue Per Month for All rpt.rpt","True","cf7e5e0312178bf586438b7ed80d6d2effcc3b21","1649664","Comparative Gross Revenue Per Month for All rpt.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Gross Revenue Per Month for Selected Doctor Test.rpt","True","5b1bdcd7a4366544a64bf030d66f4e6fe338d952","1620992","Comparative Gross Revenue Per Month for Selected Doctor Test.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Comparative Gross Revenue Per Month for Selected Doctor.rpt","True","e6bde8c2041d1f4c75cbf2b16452f5869c7498e0","1601536","Comparative Gross Revenue Per Month for Selected Doctor.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Gross Sales Income StatementPer Month For Pharmacy  New.rpt","True","395bd13ce8e96cf4632a98a8f49bb69aee9b280d","1603072","Comparative Gross Sales Income StatementPer Month For Pharmacy  New.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Income Statement Per Department.rpt","True","bbc8cd77c3d9ccf7daf5d209a64c63331fbd9b1f","1612800","Comparative Income Statement Per Department.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Income Statement Per Doctor.rpt","True","70fff244449cc9dcb670e279e3fc611b7318acd3","1677312","Comparative Income Statement Per Doctor.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Income StatementPer Clinic for All rpt.rpt","True","7fb012d903f9647c00dbc51bdcb016933bb9d82a","1748480","Comparative Income StatementPer Clinic for All rpt.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Income StatementPer Department.rpt","True","20aae6e3b129f0580c1596bdf8d74dbde2b4231f","1748480","Comparative Income StatementPer Department.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Income StatementPer Month for All rpt.rpt","True","69a88f0c2f1d346519ced8c65f796a22004f9cf2","1747456","Comparative Income StatementPer Month for All rpt.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Income StatementPer Month For Clinic without Pharmacy.rpt","True","551b110b5b08e298c9ea7f57a553874adbdc2f5d","1677312","Comparative Income StatementPer Month For Clinic without Pharmacy.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Income StatementPer Month For Pharmacy New.rpt","True","ddb89ab7a4eacd3e2b7bdefad0f97f1ce0945d04","1609216","Comparative Income StatementPer Month For Pharmacy New.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Income StatementPer Month Per Doctor (Only).rpt","True","f6389355a458c1ffc0f82758651ebea3ff978c2c","1602048","Comparative Income StatementPer Month Per Doctor (Only).rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Income StatementPer Month Per Doctor rpt.rpt","True","a36309302befbcdd283aa51cbe138ab9d06b5df0","1607680","Comparative Income StatementPer Month Per Doctor rpt.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Monthly Income Statement.rpt","True","6e4ed217576ddad52d77d074e829c66e858d3ebd","1660416","Comparative Monthly Income Statement.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Comparative Revenue and Sales Per Month for All rpt.rpt","True","83e232bf915f40afc56373068127a52969921eae","1619968","Comparative Revenue and Sales Per Month for All rpt.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Cost of Sales Report.rpt","True","48acf098b5b09d2e3156525091ed34b6785ac6c7","1853440","Cost of Sales Report.rpt","False","","True","True","Accounts/Reports/Cost of Sales Report.vb:30; Accounts/Accounts.vbproj:1716; Accounts/Accounts.vbproj:2610","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Credit Company Monthly Posting Summary.rpt","True","206d506923b0596bfc3fe1411c6c79bdb86016da","75776","Credit Company Monthly Posting Summary.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/CrystalReport1.rpt","True","904bedd5faeb9edccdef421eedb9f7a751e5284a","16384","CrystalReport1.rpt","False","","True","True","Accounts/Reports/CrystalReport1.vb:30; Accounts/Accounts.vbproj:1722; Accounts/Accounts.vbproj:2614","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Daily Shift Summary Report.rpt","True","4ea2cdd14269ac21268f0acc9c7a9a89996fbbc6","824320","Daily Shift Summary Report.rpt","False","","True","True","Accounts/Reports/Daily Shift Summary Report.vb:30; Accounts/Accounts.vbproj:1728; Accounts/Accounts.vbproj:2618","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Daily Shift Summary Report2.rpt","True","2dd7a6fef47bd9ff507602fa1ad538ec64419a33","824320","Daily Shift Summary Report2.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/Daily Shift Summary ReportCopy.rpt","True","21dd1f9ac90555978f0203eeb4f080cf8ddd3bd1","824320","Daily Shift Summary ReportCopy.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Document Expiry Report By Branch Test.rpt","True","5dde0c89cb47d6a6b00b8cee20f128e96ac4f3c2","823808","Document Expiry Report By Branch Test.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Document Expiry Report By Branch.rpt","True","5ac43bb62c92d89ac697787a470922dd1173b809","823808","Document Expiry Report By Branch.rpt","False","","False","True","Accounts/PresentationLayer/Views/Forms/Reports/DocumentExpiryList.vb:47","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Document List By Branch.rpt","True","100fc3a0ca8ff18ad7efac42cced7852340d7556","824320","Document List By Branch.rpt","False","","False","True","Accounts/PresentationLayer/Views/Forms/Reports/DocumentReportList.vb:43","1","","Protected by static or project reference","Retain"
"Accounts/Reports/Document Report List By Branch Test.rpt","True","579bacab2f7b70bce0ee18e443bda344b2fb7590","824832","Document Report List By Branch Test.rpt","True","Archive-style filename","False","False","","1","","Archive-style filename retained pending runtime validation","Retain"
"Accounts/Reports/Document Report List By Branch.rpt","True","9406dbcaad932457e653662feaf4a4ef15205d44","823808","Document Report List By Branch.rpt","False","","False","False","","1","","No static reference found; retained because reports are loaded dynamically","Retain"
"Accounts/Reports/DosageLabel.rpt","True","5f1f7873ea15318234c9d24e85c242661cbcbad3","19456","DosageLabel.rpt","False","","False","True","Accounts/PresentationLayer/Presenters/IGroup/PrescriptionPresenter.vb:51; Accounts/PresentationLayer/Presenters/DosagePrintingPresenter.vb:160; Accounts/PresentationLayer/Presenters/DosagePrintingPresenter.vb:166; Accounts/PresentationLayer/Presenters/DosagePrintingPresenter.vb:173; Accounts/PresentationLayer/Presenters/DosagePrintingPresenter.vb:198","1","","Protected by static or project reference","Retain"
