"Path","BlobHash","SizeBytes","DuplicateCount","CanonicalPath","Classification","ProposedAction","ProjectIncluded","TextReferenced"
"Accounts/Reports/IGroup/Reports/Backup/Inventory Report for testing.rpt","c2b682693335eecaf5f0f8691d29d3ede04512d4","65024","3","IGroup/Reports/Inventory Report for testing.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InvoiceSummaryTimeWiseGraph (2).rpt","6366d78d54bf2f251df1b0f12aa9c1a1b87fd150","31744","5","IGroup/Reports/InvoiceSummaryTimeWiseGraph.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InvoiceSummaryTimeWiseGraph.rpt","6366d78d54bf2f251df1b0f12aa9c1a1b87fd150","31744","5","IGroup/Reports/InvoiceSummaryTimeWiseGraph.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ItemMovementReport (2).rpt","3ddaf206ec791edbefac13458c55b023ec7e3ba3","15872","5","IGroup/Reports/ItemMovementReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ItemMovementReport.rpt","3ddaf206ec791edbefac13458c55b023ec7e3ba3","15872","5","IGroup/Reports/ItemMovementReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ItemMovementReportFromOS (2).rpt","6c7cc393be303777e84bd2572bc4bfac1d79817d","50688","3","IGroup/Reports/ItemMovementReportFromOS.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ItemMovementReportFromOS.rpt","0f5ed5adadd5cc1b899367b96b23600dde3cb9f1","16896","2","Accounts/Reports/IGroup/Reports/Report Backups/ItemMovementReportFromOS.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ItemMovementReportPeriodic (2).rpt","cde5ae5dbda06b9a9e46ce777433ef22b2253533","51712","3","IGroup/Reports/ItemMovementReportPeriodic.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ItemMovementReportPeriodicOrig.rpt","69a483009ccb90e3a4f398d372e8747497d9c341","52736","3","IGroup/Reports/ItemMovementReportPeriodicOrig.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ItemPriceList (2).rpt","3f592b37f1a80aee19c19cd6d352c9891505ef2f","1161728","5","IGroup/Reports/ItemPriceList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ItemPriceList.rpt","3f592b37f1a80aee19c19cd6d352c9891505ef2f","1161728","5","IGroup/Reports/ItemPriceList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ItemWisePurchaseHistory (2).rpt","9b2631d46b8356320b08f8387e4747fd441b0ec5","49664","3","IGroup/Reports/ItemWisePurchaseHistory.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ItemWisePurchaseHistory.rpt","29f91b0a2cdc201c8a59a9bd8e29f62eca374997","15872","2","Accounts/Reports/IGroup/Reports/Report Backups/ItemWisePurchaseHistory.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/LabInvp001 (2).rpt","50ed80af1fb867f5aec6a016624f426e9501336d","50688","2","Accounts/Reports/IGroup/Reports/Backup/LabInvp001.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/LabPlain (2).rpt","e826690ee92691131d10a24756d1a89e506d9ae2","49664","3","Accounts/Reports/IGroup/Reports/Report Backups/LabPlain.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/LabPlain.rpt","e826690ee92691131d10a24756d1a89e506d9ae2","49664","3","Accounts/Reports/IGroup/Reports/Report Backups/LabPlain.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ListofDailyPatients.rpt","3ddae7a95cee180697eb7e4a396ebcce823e7632","74752","2","Accounts/Reports/IGroup/Reports/Report Backups/ListofDailyPatients.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ListofDailyPatients2.rpt","1487d7e414c8591ef4c92ecdb1a019fec3367e9e","50176","3","IGroup/Reports/ListofDailyPatients2.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ListofDailyPatientsOrig.rpt","e7e332a6c7f063ef9f0f950d32f53ca1bd85c7d4","48640","3","IGroup/Reports/ListofDailyPatients.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ListofDailyPatientsPerDoctor.rpt","34d72a0058d79d5896ebc53bad59e33a723edca2","51712","3","IGroup/Reports/ListofDailyPatientsPerDoctor.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ListofMonthlyPatients.rpt","f7d6fb7d0315ea0ea3f1d09666ba9f10b0c3e32b","48128","3","IGroup/Reports/ListofMonthlyPatients.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/MedicalServicePriceList (2).rpt","a12e211b7b5dd44a78a8ea4ad6ccb92d15b65232","119296","5","IGroup/Reports/MedicalServicePriceList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/MedicalServicePriceList.rpt","a12e211b7b5dd44a78a8ea4ad6ccb92d15b65232","119296","5","IGroup/Reports/MedicalServicePriceList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/MedicalServicePriceListCash (2).rpt","0a9f924915bfb725897b6d02f936d6eddf8dee4e","14848","3","Accounts/Reports/IGroup/Reports/Report Backups/MedicalServicePriceListCash.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/MedicalServicePriceListCash.rpt","0a9f924915bfb725897b6d02f936d6eddf8dee4e","14848","3","Accounts/Reports/IGroup/Reports/Report Backups/MedicalServicePriceListCash.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/MedicalServicePriceListCredit (2).rpt","d3cd599d884e5cfb446ff56063034cd01a43184a","118784","5","IGroup/Reports/MedicalServicePriceListCredit.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/MedicalServicePriceListCredit.rpt","d3cd599d884e5cfb446ff56063034cd01a43184a","118784","5","IGroup/Reports/MedicalServicePriceListCredit.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Mine/ClinicBillPrint.rpt","11b23defe0932a34bae764412a29fa10c079ec5f","14848","3","IGroup/Reports/Mine/ClinicBillPrint1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Mine/LabInvp001.rpt","908b90dfa516a5591b46b557a118bccf6b69f09c","52736","4","IGroup/Reports/Mine/LabInvp001.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Mine/LabInvp0011.rpt","3fa5f8849373089817a0f27bdc03aa257f05d73b","53248","3","IGroup/Reports/Mine/LabInvp0011.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/MOH Report per Doctor.rpt","9779d0380a1252365b037334be3109ac36b8422a","113664","5","IGroup/Reports/MOH Report per Doctor.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/OpeningStock (2).rpt","125fcdb39947ecb4bc277db6a546b21e3910e9b4","15872","5","IGroup/Reports/OpeningStock.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/OpeningStock.rpt","125fcdb39947ecb4bc277db6a546b21e3910e9b4","15872","5","IGroup/Reports/OpeningStock.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/OpeningStockDifference (2).rpt","9484a079bc90b2e952331255336d0accb4b7670a","15360","5","IGroup/Reports/OpeningStockDifference.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/OpeningStockDifference.rpt","9484a079bc90b2e952331255336d0accb4b7670a","15360","5","IGroup/Reports/OpeningStockDifference.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Orig/ClinicBillPrint.rpt","3a70aa9f19c34a4fe64a6daa963acfe739581c73","14848","3","Accounts/Reports/IGroup/Reports/Trial/ClinicBillPrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Orig/IBDailyReceptionInvoice.rpt","1a62f319474bbfe14dddc3a13e3c5618bebcc377","53248","2","Accounts/Reports/IGroup/Reports/Orig/IBDailyReceptionInvoice.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientBookingSchedule (2).rpt","a3f37a652ac1a83367a9f0ecb37d7d71f28cc5f7","37376","5","IGroup/Reports/PatientBookingSchedule.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientBookingSchedule.rpt","a3f37a652ac1a83367a9f0ecb37d7d71f28cc5f7","37376","5","IGroup/Reports/PatientBookingSchedule.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientBookingSchedule1 (2).rpt","09197caf8a25202ba2399470fbcd865947485e93","37376","5","IGroup/Reports/PatientBookingSchedule1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientBookingSchedule1.rpt","09197caf8a25202ba2399470fbcd865947485e93","37376","5","IGroup/Reports/PatientBookingSchedule1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientCaseSheet (2).rpt","061091d23f5af2b32e2282f66e78d212aa4b7fbd","1158144","4","Accounts/Reports/IGroup/Reports/PatientCaseSheet.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientCaseSheet.rpt","061091d23f5af2b32e2282f66e78d212aa4b7fbd","1158144","4","Accounts/Reports/IGroup/Reports/PatientCaseSheet.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientDentalCaseSheet (2).rpt","f20ebe3585c0ecb77a0e9a1a1c738c3f6c913c7b","11776","5","IGroup/Reports/PatientDentalCaseSheet.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientDentalCaseSheet.rpt","f20ebe3585c0ecb77a0e9a1a1c738c3f6c913c7b","11776","5","IGroup/Reports/PatientDentalCaseSheet.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientDermoCaseSheet (2).rpt","d94187ec4439cc182871c8d8525ef22aed0bab41","11776","5","IGroup/Reports/PatientDermoCaseSheet.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientDermoCaseSheet.rpt","d94187ec4439cc182871c8d8525ef22aed0bab41","11776","5","IGroup/Reports/PatientDermoCaseSheet.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientList (2).rpt","be03a38a4ffb4229fd174608c7a0dba3bb00b61f","10752","5","IGroup/Reports/PatientList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientList Range.rpt","ef465ca673b54c26c51d62261620be8015cbc16c","10752","3","IGroup/Reports/PatientList Range.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PatientList.rpt","be03a38a4ffb4229fd174608c7a0dba3bb00b61f","10752","5","IGroup/Reports/PatientList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PaySlip (2).rpt","3b2488d72d365170b9df918e83abb67a1f182395","25600","5","IGroup/Reports/PaySlip.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PaySlip.rpt","3b2488d72d365170b9df918e83abb67a1f182395","25600","5","IGroup/Reports/PaySlip.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Phar_SalesInvoice_DateWiseBar (2).rpt","a98d5d4d7805d999b936771d311b47e9deeea606","20992","5","IGroup/Reports/Phar_SalesInvoice_DateWiseBar.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Phar_SalesInvoice_DateWiseBar.rpt","a98d5d4d7805d999b936771d311b47e9deeea606","20992","5","IGroup/Reports/Phar_SalesInvoice_DateWiseBar.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Phar_SalesInvoice_Detailed (2).rpt","3aa12a4388aa49ed842a622d655b6a1cf47405f1","18944","5","IGroup/Reports/Phar_SalesInvoice_Detailed.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Phar_SalesInvoice_Detailed.rpt","3aa12a4388aa49ed842a622d655b6a1cf47405f1","18944","5","IGroup/Reports/Phar_SalesInvoice_Detailed.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Phar_SalesInvoice_DetailedPieChart (2).rpt","4074b6d381a99fa3c240818406135ccddf25747f","18432","5","IGroup/Reports/Phar_SalesInvoice_DetailedPieChart.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Phar_SalesInvoice_DetailedPieChart.rpt","4074b6d381a99fa3c240818406135ccddf25747f","18432","5","IGroup/Reports/Phar_SalesInvoice_DetailedPieChart.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyCreditStatement (2).rpt","a881a9a2f352aba963150508cca65dfa150ec6ac","87040","5","IGroup/Reports/PharmacyCreditStatement.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyCreditStatement.rpt","a881a9a2f352aba963150508cca65dfa150ec6ac","87040","5","IGroup/Reports/PharmacyCreditStatement.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDailySalesInvoice - Copy (2).rpt","d8996cb2cdc80f7a6957ce83a93807e137522a19","173568","5","IGroup/Reports/PharmacyDailySalesInvoice - Copy.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDailySalesInvoice - Copy.rpt","d8996cb2cdc80f7a6957ce83a93807e137522a19","173568","5","IGroup/Reports/PharmacyDailySalesInvoice - Copy.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDailySalesInvoice1 (2).rpt","ed9f55773eb22006c3f4f7ad39bed36cd9a7e526","16896","5","IGroup/Reports/PharmacyDailySalesInvoice1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDailySalesInvoice1.rpt","ed9f55773eb22006c3f4f7ad39bed36cd9a7e526","16896","5","IGroup/Reports/PharmacyDailySalesInvoice1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDailySalesInvoiceSummary (2).rpt","80485714f1ef036b57eb55663726263d51dde9bb","53760","3","IGroup/Reports/PharmacyDailySalesInvoiceSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDailySalesInvoiceSummaryTimeWise (2).rpt","1ab802961a834213122a1994e8b9c0ec8829dc0e","22016","5","IGroup/Reports/PharmacyDailySalesInvoiceSummaryTimeWise.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDailySalesInvoiceSummaryTimeWise.rpt","1ab802961a834213122a1994e8b9c0ec8829dc0e","22016","5","IGroup/Reports/PharmacyDailySalesInvoiceSummaryTimeWise.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDailySalesInvoiceSummaryTimeWise1 (2).rpt","5dc18a621562f23d23394e091e2973378649ac89","20480","5","IGroup/Reports/PharmacyDailySalesInvoiceSummaryTimeWise1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDailySalesInvoiceSummaryTimeWise1.rpt","5dc18a621562f23d23394e091e2973378649ac89","20480","5","IGroup/Reports/PharmacyDailySalesInvoiceSummaryTimeWise1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDailySalesUserWise (2).rpt","7e5e31049ae377e02c92ca6ac4f92c28050e085f","53248","4","IGroup/Reports/PharmacyDailySalesUserWise.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDailySalesUserWise.rpt","7e5e31049ae377e02c92ca6ac4f92c28050e085f","53248","4","IGroup/Reports/PharmacyDailySalesUserWise.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDosageArabic - New.rpt","53f2f6de164d4bddabc6226ff5abfda58a0f9695","8704","5","IGroup/Reports/PharmacyDosageArabicxxx.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDosageArabic (2).rpt","97f1a1e1a9bd099f1307275638b596127b38bd6f","15360","3","IGroup/Reports/PharmacyDosageArabic.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDosageArabic 10 x 5.rpt","afbd3b112930694f7a24d5919be66c7ec826fb63","9216","3","IGroup/Reports/PharmacyDosageArabic 10 x 5.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDosageArabic 6 x 4.rpt","21172fba915b1ca5b7dd439cd408747ae7cdb373","11264","3","IGroup/Reports/PharmacyDosageArabic 6 x 4.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDosageArabic 9 x 4.rpt","4f2003a579345bbb33554d94a898df8bbd5bc96e","15360","3","IGroup/Reports/PharmacyDosageArabic 9 x 4.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDosageArabic.rpt","ae11ef4113994f2a8707830066da303b9e88a5e6","8704","3","Accounts/Reports/IGroup/Reports/Orig/PharmacyDosageArabic.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDosageArabic2.rpt","a6f75907b17b8aca2ef29e0487a7b7f95d13f247","11264","3","IGroup/Reports/PharmacyDosageArabic2.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyDosageArabicxxx.rpt","53f2f6de164d4bddabc6226ff5abfda58a0f9695","8704","5","IGroup/Reports/PharmacyDosageArabicxxx.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyIEDateWise (2).rpt","2a6470c86ac19da7ba5145c43ab6c42bfbee4689","86016","5","IGroup/Reports/PharmacyIEDateWise.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyIEDateWise.rpt","2a6470c86ac19da7ba5145c43ab6c42bfbee4689","86016","5","IGroup/Reports/PharmacyIEDateWise.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyIEDetailed (2).rpt","04d9df63b14eb4a56036a23edda3a0d6091c0a4a","86016","5","IGroup/Reports/PharmacyIEDetailed.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyIEDetailed.rpt","04d9df63b14eb4a56036a23edda3a0d6091c0a4a","86016","5","IGroup/Reports/PharmacyIEDetailed.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyInvoicePrintBig (2).rpt","794388c11fa9135fbd7e4bba5860a3e86bac7dd7","13824","2","Accounts/Reports/IGroup/Reports/PharmacyInvoicePrintBigOld.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyInvoicePrintBig.rpt","8e86bcd3dc4c7546651c2ce894cfa517d100d875","12800","2","Accounts/Reports/IGroup/Reports/Report Backups/PharmacyInvoicePrintBig.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyInvoicePrintSmall (2).rpt","1283c8e3332235022400915bf07fc0f1c3f8ea5c","12288","5","IGroup/Reports/PharmacyInvoicePrintSmall.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyInvoicePrintSmall.rpt","1283c8e3332235022400915bf07fc0f1c3f8ea5c","12288","5","IGroup/Reports/PharmacyInvoicePrintSmall.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyItemWiseSalesHistory (2).rpt","580a8818e567b9b54713b97fb9000eb95a590c9b","52736","3","IGroup/Reports/PharmacyItemWiseSalesHistory.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyItemWiseSalesHistory.rpt","250531dc8afff6d4654b4ed14f10b628e012cfe2","18944","2","Accounts/Reports/IGroup/Reports/Report Backups/PharmacyItemWiseSalesHistory.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyItemWiseSalesHistorySummary.rpt","350ebeca94aad84cd46e0b7541caf5bff0f59063","51200","3","IGroup/Reports/PharmacyItemWiseSalesHistorySummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyPatientProfile (2).rpt","481c7a8f988ed1f0854403741036a90b1f07d987","54784","5","IGroup/Reports/PharmacyPatientProfile.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacyPatientProfile.rpt","481c7a8f988ed1f0854403741036a90b1f07d987","54784","5","IGroup/Reports/PharmacyPatientProfile.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PharmacySummaryStatementDateWise (2).rpt","5c9832a047936832a10e00a8ff9dbb30b1d21daa","54784","2","Accounts/Reports/IGroup/Reports/Backup/PharmacySummaryStatementDateWise.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PMRDcafBlank (2).rpt","fe69350d315e52d788e47fe2c4cd8a54c35e34bf","256000","5","IGroup/Reports/PMRDcafBlank.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PMRDcafBlank.rpt","fe69350d315e52d788e47fe2c4cd8a54c35e34bf","256000","5","IGroup/Reports/PMRDcafBlank.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PMROcaf (2).rpt","fff452cacbc2dff2402598e5c108f86e40667780","779776","5","IGroup/Reports/PMROcaf.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PMROcaf.rpt","fff452cacbc2dff2402598e5c108f86e40667780","779776","5","IGroup/Reports/PMROcaf.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/PMRPatientDentalProfile (2).rpt","0730806025534084c412c6ec90c517901d788924","84992","5","IGroup/Reports/PMRPatientDentalProfile.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
