"Path","BlobHash","SizeBytes","DuplicateCount","CanonicalPath","Classification","ProposedAction","ProjectIncluded","TextReferenced"
"Accounts/Reports/IGroup/Reports/Backup/ClinicDailyReceptionUserWiseNew (2).rpt","dc390381632b268fa60e4331b87775df10257fa3","51200","4","IGroup/Reports/ClinicDailyReceptionUserWiseNew.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicDailyReceptionUserWiseNew.rpt","dc390381632b268fa60e4331b87775df10257fa3","51200","4","IGroup/Reports/ClinicDailyReceptionUserWiseNew.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicDateWiseSummaryStatement (2).rpt","e3dfaba698f48c70a3913ef889d4325b233fc10e","49664","6","IGroup/Reports/ClinicDateWiseSummaryStatement.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicDateWiseSummaryStatement.rpt","e3dfaba698f48c70a3913ef889d4325b233fc10e","49664","6","IGroup/Reports/ClinicDateWiseSummaryStatement.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicDoctorWiseTimeFrame.rpt","72e5bb1e877c17778c3e80c5872c466539aacab9","16384","2","Accounts/Reports/IGroup/Reports/Report Backups/ClinicDoctorWiseTimeFrame.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicIBCombinedUserWiseDetailedStatement.rpt","93fb07cb522dcef5570d3371d1bac5bd5528f5ce","52224","3","IGroup/Reports/ClinicIBCombinedUserWiseDetailedStatement.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicIBCombinedUserWiseSummary.rpt","3058756bd91b3c69673bb1c63b00df0248dc3d2a","52224","3","IGroup/Reports/ClinicIBCombinedUserWiseSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicPatientProfile (2).rpt","447184ffcf01ea733c730163a80ddfefaf855f6a","52224","2","Accounts/Reports/IGroup/Reports/ClinicPatientProfile.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicPatientProfile.rpt","29a2b3eac32a020585d8c26b1c4e36315b252e31","1165312","2","Accounts/Reports/IGroup/Reports/Report Backups/ClinicPatientProfile.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicReceptionCollection (2).rpt","8d6a00486004acfdfdb3d2857ee2426094f24ed7","53760","5","IGroup/Reports/ClinicReceptionCollection.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicReceptionCollectionxxx.rpt","8d6a00486004acfdfdb3d2857ee2426094f24ed7","53760","5","IGroup/Reports/ClinicReceptionCollection.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicServiceWiseSalesHistory (2).rpt","894a5242276ecfc0b8fab3e2357ff97abcb2c7d4","89600","4","Accounts/Reports/IGroup/Reports/ClinicServiceWiseSalesHistory.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicServiceWiseSalesHistory.rpt","894a5242276ecfc0b8fab3e2357ff97abcb2c7d4","89600","4","Accounts/Reports/IGroup/Reports/ClinicServiceWiseSalesHistory.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicServiceWiseSummary (2).rpt","3d91d078858fb3aecf4a5104b18f0c3f9234063f","15360","5","IGroup/Reports/ClinicServiceWiseSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ClinicServiceWiseSummary.rpt","3d91d078858fb3aecf4a5104b18f0c3f9234063f","15360","5","IGroup/Reports/ClinicServiceWiseSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Combined Income Report.rpt","5d1ea86c08ebb2433d395bde7d1feaddf99409f0","91136","3","IGroup/Reports/Combined Income Report.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/CombinedISByDoctor (2).rpt","90431d5b7343ff7a21dd740745a6c47ee2f5e3fb","87552","5","IGroup/Reports/CombinedISByDoctor.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/CombinedISByDoctor.rpt","90431d5b7343ff7a21dd740745a6c47ee2f5e3fb","87552","5","IGroup/Reports/CombinedISByDoctor.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/CombinedSummaryStatementDateWise.rpt","9d706acc4278e48ff79eca1be8d1b387bacad32f","52224","4","IGroup/Reports/CombinedSummaryStatementDateWiseOld.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/CombinedSummaryStatementDateWiseOld.rpt","9d706acc4278e48ff79eca1be8d1b387bacad32f","52224","4","IGroup/Reports/CombinedSummaryStatementDateWiseOld.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/CompanyStatement (2).rpt","512939f408a7ae9a86c95d8583af10cde866b5df","19456","3","Accounts/Reports/IGroup/Reports/Report Backups/CompanyStatement.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/CompanyStatement.rpt","512939f408a7ae9a86c95d8583af10cde866b5df","19456","3","Accounts/Reports/IGroup/Reports/Report Backups/CompanyStatement.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Copy of ClinicBillPrint (2).rpt","c5b50b539c4bc22961c22a8e97cbe45fe576a8f9","14336","10","IGroup/Reports/InsClinicBillPrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Copy of ClinicBillPrint.rpt","c5b50b539c4bc22961c22a8e97cbe45fe576a8f9","14336","10","IGroup/Reports/InsClinicBillPrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/CreditCoMonthlySubmissionOrig.rpt","103d2fb2f57dbd7352c99c8fa62dc6158c9a84b1","52736","3","IGroup/Reports/CreditCoMonthlySubmissionOrig.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/Daily Income Report.rpt","aa258953d4720e89a4dabe235fe3d46cfac863db","53248","3","IGroup/Reports/Daily Income Report.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DateWiseDutyDone (2).rpt","1cf72c4bc72937293e2dc3603ee891edc4d75182","18432","5","IGroup/Reports/DateWiseDutyDone.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DateWiseDutyDone.rpt","1cf72c4bc72937293e2dc3603ee891edc4d75182","18432","5","IGroup/Reports/DateWiseDutyDone.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DateWiseDutyDone1 (2).rpt","2682118585eef82c7d52f8c6b67f4d5f5ebb70b0","17920","5","IGroup/Reports/DateWiseDutyDone1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DateWiseDutyDone1.rpt","2682118585eef82c7d52f8c6b67f4d5f5ebb70b0","17920","5","IGroup/Reports/DateWiseDutyDone1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrint - Copy (2).rpt","4450b08c34d2015a7d16c2d50059589c50ce017c","17408","2","Accounts/Reports/IGroup/Reports/DCBillPrint - Copy.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrint - Copy.rpt","f65aa703e8c772773db3f0f95bae881bfedc67dd","14336","3","Accounts/Reports/IGroup/Reports/Report Backups/DCBillPrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrint2.rpt","7ad89b5fb7f756399d5da36b740b3166c9702e2e","15360","2","Accounts/Reports/IGroup/Reports/DCBillPrint2.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrintOK.rpt","dbcf2b3c253f7a26cb0945b6e0f6ddc78d81d0ff","18432","2","Accounts/Reports/IGroup/Reports/DCBillPrintOK.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrintOK2.rpt","0c5c28a1d73479ed8aaff3097b6f507c8980527d","18432","2","Accounts/Reports/IGroup/Reports/DCBillPrintOK2.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrintoK3.rpt","56640329625dccd29f92e87d96b2589e9cbc15a6","16384","2","Accounts/Reports/IGroup/Reports/DCBillPrintoK3.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrintOrig.rpt","061b5153fac9a1c5446585486c86b0d00713e6d0","15872","2","Accounts/Reports/IGroup/Reports/DCBillPrintOrig.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DCBillPrintTest.rpt","eaa68c5fe1f208b2516d9bcfe1a3b5af2a1c0c3e","18432","2","Accounts/Reports/IGroup/Reports/DCBillPrintTest.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DCMedicalReportForm (2).rpt","6677876562ae4de725b806de6becb4e1a3c25e4e","46592","2","Accounts/Reports/IGroup/Reports/Backup/DCMedicalReportForm.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DCR (2).rpt","430bcc917974ca9880a07c6d9dbfb436e05cc267","18432","5","IGroup/Reports/DCR.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DCR.rpt","430bcc917974ca9880a07c6d9dbfb436e05cc267","18432","5","IGroup/Reports/DCR.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DiagnosisCenter (2).rpt","f58cd5ab490f913cc6fbfcb941c54b2cf56ea442","11776","5","IGroup/Reports/DiagnosisCenter.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DiagnosisCenter.rpt","f58cd5ab490f913cc6fbfcb941c54b2cf56ea442","11776","5","IGroup/Reports/DiagnosisCenter.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DisplayChartOfAccount (2).rpt","596b916bb3ed3bc664546fdbce7fa125cecf1c08","48128","3","IGroup/Reports/DisplayChartOfAccount.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DisplayChartOfAccount.rpt","cd74fdf9e775601399772d4f644020e568575ebe","15872","2","Accounts/Reports/IGroup/Reports/Report Backups/DisplayChartOfAccount.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DisplayChartOfAccount1.rpt","c3bf2bdae6c275fdcdbff1ecb77f26ebade7dfe7","13824","4","IGroup/Reports/DisplayChartOfAccount1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DisplayChartOfAccount2.rpt","9536899c93e2307579fb8f1af2e446f7169b55e8","14848","3","IGroup/Reports/DisplayChartOfAccount2.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/DisplayChartOfAccount3.rpt","d596bd6b44ec4ea46eda874d686e90d0c2a4373d","48128","3","IGroup/Reports/DisplayChartOfAccount3.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/estInventoryReport (2).rpt","9f69a07609460ea4a6cbf638b5602f64d353a566","14336","5","IGroup/Reports/estInventoryReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/estInventoryReport.rpt","9f69a07609460ea4a6cbf638b5602f64d353a566","14336","5","IGroup/Reports/estInventoryReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ExpiryList (2).rpt","930950a2185a097c5679f3e770e51de28027be2e","49664","3","IGroup/Reports/ExpiryList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ExpiryList.rpt","a615dc3a2c2814ad46d5aa966697afe0e927341b","14848","2","Accounts/Reports/IGroup/Reports/Report Backups/ExpiryList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ExpiryListOriginal.rpt","b8f2838f7c26fc5b6c8c1a5fd82aeff2d0bcdd4b","51200","3","IGroup/Reports/ExpiryListOriginal.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ExpiryListPeriodic.rpt","b3a9e4ad549ae3e4b0bd593ec67b41168abbde17","51200","3","IGroup/Reports/ExpiryListPeriodic.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/ExpiryListPeriodicOriginal.rpt","0f61691e82bc91af252aef2448e958b5a2d90333","51200","3","IGroup/Reports/ExpiryListPeriodicOriginal.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/GraphicalPharmacyDailySalesInvoice (2).rpt","1c43c098dff63c3ff876d6706942eb0b08af7afa","1360896","5","IGroup/Reports/GraphicalPharmacyDailySalesInvoice.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/GraphicalPharmacyDailySalesInvoice.rpt","1c43c098dff63c3ff876d6706942eb0b08af7afa","1360896","5","IGroup/Reports/GraphicalPharmacyDailySalesInvoice.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeList (2).rpt","154792f26c289618840fde66902a3e016e05cbd2","10752","3","Accounts/Reports/IGroup/Reports/Report Backups/HREmployeeList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeList.rpt","154792f26c289618840fde66902a3e016e05cbd2","10752","3","Accounts/Reports/IGroup/Reports/Report Backups/HREmployeeList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeSalaryDescription (2).rpt","2031291dc74f732f773f48a6e2d0cb2816d7ede1","15360","5","IGroup/Reports/HREmployeeSalaryDescription.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeSalaryDescription.rpt","2031291dc74f732f773f48a6e2d0cb2816d7ede1","15360","5","IGroup/Reports/HREmployeeSalaryDescription.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeShiftDetails (2).rpt","e07b32a3ef560a319c6d8835ba20bfac4b75e99c","14848","5","IGroup/Reports/HREmployeeShiftDetails.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/HREmployeeShiftDetails.rpt","e07b32a3ef560a319c6d8835ba20bfac4b75e99c","14848","5","IGroup/Reports/HREmployeeShiftDetails.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/HRMonthlyAttendence (2).rpt","741247c44d2ce6143bcc5cb81777b3ce386f4818","17408","5","IGroup/Reports/HRMonthlyAttendence.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/HRMonthlyAttendence.rpt","741247c44d2ce6143bcc5cb81777b3ce386f4818","17408","5","IGroup/Reports/HRMonthlyAttendence.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/IBDailyReceptionInvoice.rpt","b02a105be5a7d5bb9a9fd93f67a10b3c09156652","53248","2","Accounts/Reports/IGroup/Reports/Report Backups/IBDailyReceptionInvoice.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/IBDailyReceptionInvoiceSummary.rpt","c41e1e22e64a785439b29b4ac1d62365bdaf27f1","53248","3","IGroup/Reports/IBDailyReceptionInvoiceSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/IBDrivingLicenseSummary.rpt","71dac6121265fe83173047e5fff7137821e82313","48640","4","IGroup/Reports/IBDrivingLicenseSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/IBHealthCardSummary.rpt","1d531b54bcdacf7d8b03cc905a55452cd1b2fd99","48640","4","IGroup/Reports/IBHealthCardSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/IBIqamaSummary.rpt","d129c74497c0dca452491d43f1cbdd90cb6e70a7","48640","4","IGroup/Reports/IBIqamaSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/IBSalesManSummaryX.rpt","9c4fb8d121d90fdc87988fa4ea680a2592b7faec","50688","3","IGroup/Reports/IBSalesManSummaryX.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsClinicBillPrint (2).rpt","c5b50b539c4bc22961c22a8e97cbe45fe576a8f9","14336","10","IGroup/Reports/InsClinicBillPrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsClinicBillPrint.rpt","c5b50b539c4bc22961c22a8e97cbe45fe576a8f9","14336","10","IGroup/Reports/InsClinicBillPrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsClinicBillPrint1 (2).rpt","1ed2d0240e36e9f41870e36d8d419f23189fb6b0","13312","5","IGroup/Reports/InsClinicBillPrint1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsClinicBillPrint1.rpt","1ed2d0240e36e9f41870e36d8d419f23189fb6b0","13312","5","IGroup/Reports/InsClinicBillPrint1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsPharmacyInvoicePrint (2).rpt","680f8aa1ab6edc14d3af5c3b8c4a23de558a340b","12288","5","IGroup/Reports/InsPharmacyInvoicePrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsPharmacyInvoicePrint.rpt","680f8aa1ab6edc14d3af5c3b8c4a23de558a340b","12288","5","IGroup/Reports/InsPharmacyInvoicePrint.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsPharmacyInvoicePrint1 (2).rpt","7347246662ff9df8419c455b6db91491f7dafd6d","11776","5","IGroup/Reports/InsPharmacyInvoicePrint1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsPharmacyInvoicePrint1.rpt","7347246662ff9df8419c455b6db91491f7dafd6d","11776","5","IGroup/Reports/InsPharmacyInvoicePrint1.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceActualSummary (2).rpt","41b64549e45e62638441e6a1381a24f7ab28e950","21504","5","IGroup/Reports/InsuranceActualSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceActualSummary.rpt","41b64549e45e62638441e6a1381a24f7ab28e950","21504","5","IGroup/Reports/InsuranceActualSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceBupaEclaim (2).rpt","03c5e912fb65ef30e175db3ab64304e2e269ab90","17408","5","IGroup/Reports/InsuranceBupaEclaim.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceBupaEclaim.rpt","03c5e912fb65ef30e175db3ab64304e2e269ab90","17408","5","IGroup/Reports/InsuranceBupaEclaim.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceBupaEclaimRep (2).rpt","3cbe177b4ca82339c343af6d46b52b0f3b543353","19456","5","IGroup/Reports/InsuranceBupaEclaimRep.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceBupaEclaimRep.rpt","3cbe177b4ca82339c343af6d46b52b0f3b543353","19456","5","IGroup/Reports/InsuranceBupaEclaimRep.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceCompanyReport (2).rpt","87c12a510762a0177767776bc841e97fb2e61471","32768","5","IGroup/Reports/InsuranceCompanyReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceCompanyReport.rpt","87c12a510762a0177767776bc841e97fb2e61471","32768","5","IGroup/Reports/InsuranceCompanyReport.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/INSURANCEGlobeMedEclaim (2).rpt","270765abe3f384788394af65321803f3f79dff3a","17920","5","IGroup/Reports/INSURANCEGlobeMedEclaim.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/INSURANCEGlobeMedEclaim.rpt","270765abe3f384788394af65321803f3f79dff3a","17920","5","IGroup/Reports/INSURANCEGlobeMedEclaim.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceMonthlySubmission (2).rpt","88f64e03f348af26a7e738c2583a465cf2d4bc3a","18432","5","IGroup/Reports/InsuranceMonthlySubmission.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceMonthlySubmission.rpt","88f64e03f348af26a7e738c2583a465cf2d4bc3a","18432","5","IGroup/Reports/InsuranceMonthlySubmission.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsurancePriceList (2).rpt","9839d1625e6013bbb2193eb629a1a4fd5cfc0792","87040","5","IGroup/Reports/InsurancePriceList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsurancePriceList.rpt","9839d1625e6013bbb2193eb629a1a4fd5cfc0792","87040","5","IGroup/Reports/InsurancePriceList.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceStatement (2).rpt","3207cb1f6bac5aae44b2e1a280ba29b07c3ec7c7","21504","5","IGroup/Reports/InsuranceStatement.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceStatement.rpt","3207cb1f6bac5aae44b2e1a280ba29b07c3ec7c7","21504","5","IGroup/Reports/InsuranceStatement.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceSummary (2).rpt","a554147bbb33b63fefcebfec2411060cda138563","20992","5","IGroup/Reports/InsuranceSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceSummary.rpt","a554147bbb33b63fefcebfec2411060cda138563","20992","5","IGroup/Reports/InsuranceSummary.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceSummaryOfAccount (2).rpt","aa459705847b64a13aaffadd709d9afd9cd49fb3","144896","5","IGroup/Reports/InsuranceSummaryOfAccount.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
"Accounts/Reports/IGroup/Reports/Backup/InsuranceSummaryOfAccount.rpt","aa459705847b64a13aaffadd709d9afd9cd49fb3","144896","5","IGroup/Reports/InsuranceSummaryOfAccount.rpt","Unreferenced exact duplicate with archive-style name/path","QuarantineExactDuplicate","False","False"
